respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
124366,What Race Ethnicity: White,Prefer Not To Answer,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 50k 75k,75,non-hispanic,Colorado
321625,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 10k 25k,58,non-hispanic,New Hampshire
68904,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 10k 25k,20,non-hispanic,Oregon
146040,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,40,non-hispanic,Montana
98429,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Employed For Wages,Annual Income: 25k 35k,25,hispanic,Arkansas
7944,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Self Employed,Annual Income: 50k 75k,100,non-hispanic,Florida
89434,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: more 200k,59,non-hispanic,New Hampshire
180936,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,75,non-hispanic,Colorado
305125,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,87,non-hispanic,Alabama
293176,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 10k 25k,80,non-hispanic,Delaware
41302,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Student,Annual Income: 35k 50k,98,hispanic,Texas
126526,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: more 200k,62,non-hispanic,Ohio
247217,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work Less Than One,Annual Income: 25k 35k,107,hispanic,Massachusetts
23669,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 25k 35k,54,hispanic,Louisiana
42483,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,90,non-hispanic,Alaska
178344,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 150k 200k,52,non-hispanic,Iowa
320132,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: less 10k,80,non-hispanic,Wyoming
63345,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: None,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,30,hispanic,Hawaii
74923,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,106,non-hispanic,Mississippi
69920,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,47,non-hispanic,Wyoming
216372,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,34,non-hispanic,New Hampshire
118592,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 10k 25k,94,non-hispanic,Illinois
73044,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Retired,Annual Income: less 10k,34,non-hispanic,North Carolina
283628,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,83,non-hispanic,Oregon
3695,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,81,non-hispanic,Illinois
332953,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,73,non-hispanic,Missouri
184037,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,56,non-hispanic,West Virginia
42998,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: College Graduate,Employment Status: Employed For Wages,Prefer Not To Answer,107,non-hispanic,Massachusetts
167125,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Prefer Not To Answer,90,non-hispanic,Hawaii
121981,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 150k 200k,53,non-hispanic,North Dakota
61733,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 35k 50k,96,non-hispanic,North Dakota
352623,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Skip,43,non-hispanic,Montana
29319,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 10k 25k,87,non-hispanic,Delaware
298498,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 35k 50k,77,non-hispanic,Illinois
115142,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 150k 200k,45,non-hispanic,South Carolina
16322,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,108,non-hispanic,Nevada
170439,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: less 10k,81,non-hispanic,Montana
253101,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 150k 200k,57,non-hispanic,Hawaii
329071,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Prefer Not To Answer,40,non-hispanic,Pennsylvania
157191,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 75k 100k,109,hispanic,Nevada
351150,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Homemaker,Prefer Not To Answer,50,non-hispanic,Hawaii
171510,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,31,non-hispanic,North Carolina
242945,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 25k 35k,39,hispanic,Delaware
59642,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,84,non-hispanic,New Jersey
50294,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,71,non-hispanic,Illinois
154008,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Skip,75,non-hispanic,New Hampshire
313596,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Skip,44,non-hispanic,Michigan
359920,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,24,non-hispanic,Vermont
230828,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 35k 50k,96,hispanic,Tennessee
325660,What Race Ethnicity: Hispanic,Gender Identity: Woman,Prefer Not To Answer,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: more 200k,116,hispanic,Texas
129609,Skip,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Prefer Not To Answer,24,non-hispanic,Wyoming
119867,What Race Ethnicity: Asian,Gender Identity: Man,Prefer Not To Answer,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,82,non-hispanic,Mississippi
146896,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 75k 100k,107,non-hispanic,Oregon
256108,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: 25k 35k,107,non-hispanic,Rhode Island
348212,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,42,non-hispanic,Arizona
138093,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,46,non-hispanic,North Carolina
177738,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Prefer Not To Answer,49,non-hispanic,Rhode Island
330054,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,71,non-hispanic,Colorado
88676,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Nine Through Eleven,Employment Status: Unable To Work,Annual Income: 100k 150k,44,non-hispanic,Alabama
180933,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work Less Than One,Annual Income: 10k 25k,102,non-hispanic,West Virginia
142450,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Prefer Not To Answer,102,non-hispanic,Arizona
362230,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,63,non-hispanic,Vermont
236546,What Race Ethnicity: Hispanic,Gender Identity: Transgender,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 35k 50k,63,hispanic,Alaska
273089,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work Less Than One,Annual Income: 35k 50k,94,non-hispanic,Oklahoma
75390,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,81,non-hispanic,West Virginia
260289,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 100k 150k,101,non-hispanic,New Hampshire
363382,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Skip,94,non-hispanic,Nevada
341642,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,107,non-hispanic,Massachusetts
269161,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Five Through Eight,Employment Status: Out Of Work One Or More,Annual Income: 75k 100k,75,non-hispanic,Louisiana
158559,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 100k 150k,107,hispanic,Montana
221886,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: less 10k,114,non-hispanic,Alabama
325573,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Homemaker,Annual Income: 150k 200k,94,non-hispanic,Oregon
330663,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 25k 35k,99,non-hispanic,Pennsylvania
146265,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 50k 75k,57,non-hispanic,Colorado
258252,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,22,non-hispanic,New York
184552,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,47,hispanic,Maryland
164153,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,67,non-hispanic,New York
